Sample,Site,Sodium,Oxygen,Magnesium,Potassium,Calcium,Titanium,Iron,Aluminium,Silicon,Lead,Manganese,Chlorine,Silver,Gold,Barium,Strontium,Copper,Nickel,Sulfur,Phosphorus,Rhodium,Tin,Chromium,Arsenic,Zinc
EB018,Kilwa,0.513690976,-7.35e-07,2.068916516,1.206733175,8.148516171,0.3651753170000001,50.32150858,7.1450358760000015,25.45627652,0.016730114,1.143330906,0.0,0.0,0.000397309,0.012526606,0.08047773400000001,0.004301695,0.0,0.100148192,3.40025203,0,0.0,0.01388656,0.0,0.002096457
EB018,Kilwa,0.42772259,1.06e-07,1.839492522,1.352080407,8.85229203,0.3675815770000001,48.5645048,7.520126267,25.63934451,0.003087042,1.157521291,0.020566027,0.0,0.001600127,0.0,0.071879389,0.021236847000000003,0.0,0.080110746,4.052497465,0,0.0,0.010316102,0.0,0.018040155
EB018,Kilwa,0.552908857,-1.1e-06,1.990739551,1.005136752,7.237898445,0.401431354,56.24476776,6.307216715,22.40003894,0.003693235,1.062139068,0.025806857,0.0,0.002117807,0.0,0.060290588,0.017227702,0.0,0.062022412,2.612580856,0,0.0,0.013984203999999998,0.0,0.0
EB018,Kilwa,0.8086771629999999,4.06e-07,1.50944333,0.997789594,6.1289241510000005,0.325027042,59.03346971,7.0440421839999985,20.88265332,0.0,0.7818044470000001,0.0,0.0,0.007107485,0.0,0.056655418,0.006871871999999999,0.0,0.117248161,2.264656636,0,0.0,0.030849627,0.00258986,0.002189603
EB018,Kilwa,0.4230659920000001,2.8e-06,1.6370675630000002,0.911486343,5.791693566,0.340842333,59.96570037,6.626954575,20.44867172,0.003827151,0.840340065,0.141599476,0.0,0.002618808,0.0,0.052121048,0.00872622,0.0,0.0,2.779186193,0,0.0,0.024606422000000003,6.09e-06,0.001483275
EB018,Kilwa,0.481135668,5.16e-06,2.779038646,1.028202575,6.80693452,0.332961966,51.94409825,6.477974845,26.10777842,0.02122274,1.225652954,0.0,0.0,0.045719427,0.0033377690000000004,0.074178935,0.000209924,0.0,0.04438436,2.590242611,0,0.0,0.007251581,0.0,0.029669647
EB018,Kilwa,0.220696516,-2.82e-06,1.4607802280000002,0.85936791,5.514827734,0.3086348,62.82430759,6.505945922,19.28370864,0.01426326,0.776933653,0.006713331,0.0,0.0,0.0,0.049610152000000005,0.002095529,0.0,0.078772614,2.049094091,0,0.0,0.029774242000000006,0.010948126,0.003528477
EB018,Kilwa,0.303052295,3.13e-06,2.249719536,1.19555706,8.451102007000001,0.6030876279999999,49.56624183,6.724950337999999,25.67461023,0.016146543,1.237332055,0.035498992,0.0,0.009768916,0.0,0.075120442,0.01231333,0.0,0.08547015599999999,3.750904561,0,0.002183187,0.004838493,0.0,0.002099263
EB018,Kilwa,0.555675306,7.009999999999999e-07,1.39818583,1.423980877,9.213162629,0.408336266,47.41688609,8.34310384,26.39625542,0.011674226,1.053721107,0.023041488,0.0,0.000861863,0.02098331,0.08281731099999999,0.02099301,0.0,0.181663868,3.389265759,0,0.0,0.05892223200000001,0.000468873,0.0
EB023,Kilwa,0.283489033,-4.46e-06,0.109771471,0.714097503,2.405757606,0.32666701800000003,56.464583,3.659317882,35.60999981,0.009692298,0.132913191,0.037437339,0.0,0.005936294,0.0,0.050262855,0.014829984,0.0,0.030496789,0.14475238699999998,0,0.0,0.0,0.0,0.0
EB023,Kilwa,0.0,-2.37e-06,0.0,0.720498932,2.688723478,0.350957752,53.80295027,3.549567827,38.40101784,0.00493347,0.21608821,0.023342745,0.0,0.0,0.005547262,0.044185067,0.016912652,0.0,0.015660415,0.15961645300000002,0,0.0,0.0,0.0,0.0
EB023,Kilwa,0.146194094,8.070000000000002e-07,0.217339005,0.849828425,4.186536496,0.222161279,48.9663267,2.807964957,41.59887648,0.004021511,0.52465268,0.015690661,0.0,0.000241606,0.019890391,0.070432832,0.012145466,0.008300495,0.17803826899999994,0.171357851,0,0.0,0.0,0.0,0.0
EB023,Kilwa,0.0,2.26e-06,0.233059002,0.615338815,2.069358793,0.195999757,71.34858376,2.463946919,22.45948628,0.018481439,0.23531417,0.026565427000000003,0.0,0.0005970530000000001,0.041105818,0.040676879,0.01403484,0.001138621,0.085136146,0.139096594,0,0.012077431,0.0,0.0,0.0
EB023,Kilwa,0.102025157,-5.42e-08,0.230521231,0.913723692,3.383331688,0.251180619,54.3886659,3.096450734,36.65536506,0.004789677,0.522866684,0.064759734,0.0,0.0,0.019497081,0.06322559400000001,0.025190508,0.016513386,0.105210571,0.151728353,0,0.004954383,0.0,0.0,0.0
EB023,Kilwa,0.0,2.23e-06,0.175807779,0.177749751,1.084113599,0.202990299,74.61269357,1.57623723,21.58370255,0.005837463,0.189030648,0.124083987,0.0,0.0,0.0,0.026465105,0.026408349,0.0,0.07213420599999999,0.117754654,0,0.024988573,0.0,0.0,0.0
EB023,Kilwa,0.193322014,-2.32e-06,0.078389503,0.130785039,1.390117729,0.17679868199999998,71.83644931,1.837464773,23.03650369,0.018930605,0.26498190000000005,0.0,0.0,0.0,0.0,0.022440773,0.024346321,0.0,0.8352823,0.154189687,0,0.0,0.0,0.0,0.0
EB023,Kilwa,0.075247912,2.02e-08,0.0,0.048446266,0.799641968,0.259586167,78.60650839,1.338312431,18.43002317,0.000215389,0.112637928,0.026125928,0.0,0.0,0.001296749,0.009999104,0.012489064,0.0,0.045432676,0.210905978,0,0.023130854,0.0,0.0,0.0
EB023,Kilwa,0.005561516,1.83e-06,0.100373195,0.670065728,2.404356765,0.180424311,61.56845346,3.237172709,31.22027767,0.005776809,0.295071014,0.017367233,0.0,0.019603648,0.039659524,0.045076359,0.019609694,0.00200533,0.052772501,0.116370697,0,0.0,0.0,0.0,0.0
EB023,Kilwa,0.0,5.13e-08,0.0,0.469397936,1.5862573290000002,0.197549267,67.22490475,2.443183946,27.45520004,0.063179938,0.239021759,0.024908808,0.0,0.010978263,0.051552528,0.04916126,0.026552786,0.0,0.025113845,0.13303749199999998,0,0.0,0.0,0.0,0.0
EB028,Kilwa,0.215028852,1.68e-06,1.629505377,1.150032988,6.398946858,0.347381916,54.059799,7.635364295,24.75789711,0.00694932,0.852766885,0.049639432,0.0,0.002408298,0.0007654510000000001,0.06760711400000001,0.000279448,0.0,0.035477548,2.788156027,0,0.001992401,0.0,0.0,0.0
EB028,Kilwa,0.584617646,-1.37e-06,1.674161585,1.296749511,6.992550479,0.325950899,51.85662911,8.239584011,25.06334292,0.008441607,0.7767928540000001,0.0,0.0,0.003855704,0.0,0.058925571,0.00914687,0.0,0.072505464,3.036747145,0,0.0,0.0,0.0,0.0
EB028,Kilwa,0.627163813,7.179999999999998e-07,1.58438543,1.366923532,7.672817413,0.40317025,50.23119649,8.311616772,25.97600731,0.0022063020000000003,0.955712917,0.0,0.0,0.00268747,0.0,0.068459603,0.004599745,0.0,0.102751357,2.689206557,0,0.001094323,0.0,0.0,0.0
EB028,Kilwa,0.803669007,-5.079999999999999e-07,0.989082206,1.3865538780000002,7.132118051,0.418949292,52.76582185,8.709905127999999,23.72703476,0.008324336,0.783627884,0.0,0.0,0.000308314,0.006603942,0.062598162,0.0,0.0,0.0,3.205403704,0,0.0,0.0,0.0,0.0
EB028,Kilwa,0.992524886,-4.47e-07,1.239455729,1.529504723,7.695780993,0.41235441,51.16346171,8.213233209,24.78036434,0.00755987,0.778519691,0.0,0.0,0.000902547,0.001225549,0.067264416,0.0,0.0,0.07604602099999999,3.041802352,0,0.0,0.0,0.0,0.0
EB028,Kilwa,0.6763858209999999,-8.440000000000002e-07,0.448563585,1.685774684,9.06180456,0.425766962,48.30570778,9.622577672,24.76500823,0.008385363,0.666376953,0.029363661,0.0,0.002569143,0.008327115,0.078373791,0.002348886,0.0,0.020102951,4.192563692,0,0.0,0.0,0.0,0.0
EB028,Kilwa,0.5783992029999999,2.04e-06,1.243341875,1.289560399,7.043113269,0.344478539,53.58231724,7.408044058,24.26828827,0.00181741,0.789388711,0.0,0.0,0.009888706,0.014106333,0.058655362,0.00131241,0.0,0.072126143,3.295160028,0,0.0,0.0,0.0,0.0
EB028,Kilwa,0.6224188589999999,2.35e-07,1.354702935,1.127219713,6.452754569,0.363757359,54.45041407,7.363806597000001,24.12764783,0.010427856,0.8145566909999999,0.0,0.0,0.005517633,0.0,0.056375041,0.004883995,0.0,0.010672698,3.234843913,0,0.0,0.0,0.0,0.0
EB028,Kilwa,0.191602645,1.16e-06,1.549218785,1.095837146,6.856156254,0.410496578,54.16405526,7.157244111,24.64226326,0.004431072,0.8862484429999999,0.0,0.0,0.005327845,0.002956046,0.059944369,0.000975053,0.0,0.026784665,2.9464573030000003,0,0.0,0.0,0.0,0.0
EB030,Kilwa,0.289779031,-1.96e-06,1.145342941,1.204798333,6.87031165,0.331497537,57.39622322,7.269320601,21.88416651,0.015550185,0.818404163,0.008903411,0.0,0.005650731,0.032084213,0.061985058,0.007510027,0.0,0.08974811199999999,2.567186896,0,0.001539346,0.0,0.0,0.0
EB030,Kilwa,0.0,-1.21e-06,1.5656872309999998,1.17875594,6.731656965,0.298349866,55.79703897,6.825066776,23.28608066,0.00898769,0.913768171,0.024363738,0.0,0.004619713,0.031697193,0.05689395200000001,0.011078115,0.0,0.101963223,3.16399301,0,0.0,0.0,0.0,0.0
EB030,Kilwa,0.14354613800000002,-1.2e-06,1.42295041,1.002008828,5.850034347,0.295876878,59.10824006,6.767569914,21.74580447,0.011338543,0.8520854370000001,0.0,0.0,0.0072612230000000015,0.029505645,0.05261774,0.0,0.0,0.07385385900000001,2.637307706,0,0.0,0.0,0.0,0.0
EB030,Kilwa,0.177386665,1.37e-06,1.540158472,1.18976438,6.253331591,0.308863019,56.67709261,6.749117319,23.57893799,0.00614701,0.8563094720000001,0.0,0.0,0.0,0.022533476,0.066177725,0.010052015,0.0,0.077436833,2.486690051,0,0.0,0.0,0.0,0.0
EB030,Kilwa,0.0068996330000000005,2.65e-06,1.396497128,1.236425031,6.5652815,0.32255069,56.48469765,7.4180018410000015,22.88875131,0.003177195,0.855371355,0.0,0.0,0.007471500000000002,0.020689319,0.061952515,0.005143536,0.0,0.087928046,2.639159094,0,0.0,0.0,0.0,0.0
EB030,Kilwa,0.425952987,2.83e-06,1.315033266,1.1550703000000002,5.74830741,0.3988778,57.35909735,7.331197332,22.69302743,0.0,0.797809477,0.03265604,0.0,0.0,0.041335181,0.056359226,0.0023015,0.0,0.07878924,2.560520475,0,0.003662162,0.0,0.0,0.0
EB030,Kilwa,0.5273481870000001,1.18e-06,1.31192494,1.291780993,6.720583222999999,0.31094645,55.4305446,7.526274016,23.0231712,0.004467967,0.757791661,0.035608524,0.0,0.004687617,0.050482967,0.06325111,0.018098862,0.0,0.181250608,2.735761044,0,0.0060248590000000005,0.0,0.0,0.0
EB030,Kilwa,0.26297706,-1.74e-06,1.506313331,1.155448763,6.132163649,0.31874227,59.1051195,6.189691467,21.86204015,0.004593759,0.830283181,0.0,0.0,0.002415062,0.012507991,0.055666664000000005,0.001200111,0.0,0.091639634,2.469199145,0,0.0,0.0,0.0,0.0
EB030,Kilwa,0.29809169,-2.25e-06,1.384573517,1.116154803,6.077699325,0.331789361,59.8697916,5.958795084,21.64603259,0.0,0.8417083609999999,0.0,0.0,0.0,0.01655031,0.062012805,0.0014644870000000002,0.0,0.06355577,2.331782549,0,0.0,0.0,0.0,0.0
EB030,Kilwa,0.469140689,-2.03e-06,1.245248757,1.065464208,6.012008552,0.399638712,57.15170605,7.334694656,22.55894152,0.006261376,0.809303258,0.031432467,0.0,0.005388057,0.018115753,0.060904342,0.008038519000000001,0.0,0.108206443,2.715508675,0,0.0,0.0,0.0,0.0
EB033,Kilwa,0.844577273,-1.4599999999999998e-07,1.571641048,0.979629778,7.062157975,0.381228165,53.48369936,7.040550229,24.85709543,6.579999999999999e-05,1.43509417,0.0,0.0,0.003640775,0.018014116,0.078064245,0.000373967,0.0,0.105017682,2.139150177,0,0.0,0.0,0.0,0.0
EB033,Kilwa,0.207612906,-9.38e-07,1.61938009,0.958553137,6.461901949,0.357186435,54.73687902,6.883012599999999,25.01180495,0.001803408,1.3828307919999998,0.027959617000000003,0.0,0.0,0.011466361,0.078094548,0.008049721999999999,0.0,0.13138985,2.115290243,0,0.006785319000000001,0.0,0.0,0.0
EB033,Kilwa,0.503147774,-3.31e-06,1.378301663,1.161955818,6.92121732,0.387534907,54.41303078,6.650110721,24.89030115,0.003651452,1.334934848,0.047640486,0.0,0.0,0.018185516,0.084881485,0.009897639,0.0,0.099522482,2.095689269,0,0.0,0.0,0.0,0.0
EB033,Kilwa,0.497482801,-2.37e-06,1.3719736340000002,1.039214785,6.610824057,0.343755352,56.81631751,6.4146759410000005,23.77372284,0.0077432030000000015,1.247586442,0.0,0.0,0.003723455,0.019857262,0.07923815599999999,0.0,0.0,0.055887386,1.7179995419999998,0,0.0,0.0,0.0,0.0
EB033,Kilwa,0.571754263,1.68e-06,1.302740267,1.094817039,6.9244847510000005,0.36069033,56.2073262,6.071186289,24.11888831,0.001802691,1.2851018440000002,0.012387939,0.0,0.0,0.000275988,0.08716338300000001,0.003629218,0.0,0.069677524,1.888072291,0,0.0,0.0,0.0,0.0
EB033,Kilwa,0.365463043,-1.73e-06,1.518944835,1.047866234,6.7143316460000015,0.341622986,56.16653822,6.147257719,24.29977653,0.00351922,1.295464619,0.035689418,0.0,0.003067438,0.0,0.07982534200000001,0.001823666,0.0,0.059454383,1.919356432,0,0.0,0.0,0.0,0.0
EB033,Kilwa,0.7035455690000001,6.909999999999999e-07,1.642581955,1.051236421,6.622076289,0.329210383,55.41516156,6.555520615,24.32717036,0.000148667,1.288164239,0.0,0.0,0.007732091999999999,0.010305726,0.083134045,0.0,0.0,0.102947032,1.86106435,0,0.0,0.0,0.0,0.0
EB033,Kilwa,0.0,-1.25e-06,1.5743046669999998,0.90369444,5.84327868,0.336962454,58.10840051,6.1573544710000006,23.63173367,0.005052707,1.349414628,0.012483886,0.0,0.0,0.0,0.076594022,0.006160055,0.0,0.003919714,1.962072067,0,0.028575277000000007,0.0,0.0,0.0
EB033,Kilwa,0.278677658,1.51e-06,1.407866319,1.038826234,6.723590438,0.34190159,57.23090506,5.883894775,23.71993225,0.0,1.309722838,0.007731469,0.0,0.001388316,0.009875373,0.08440926900000001,0.005047654,0.0,0.08780243800000001,1.868426819,0,0.0,0.0,0.0,0.0
EB033,Kilwa,0.1177885,1.09e-07,1.530935304,1.018457492,6.6123069239999985,0.427992845,56.22624809,6.510783937999999,23.98619623,0.004983147,1.377040766,0.0,0.0,0.0049318240000000005,0.040204995,0.077993408,0.004135570999999999,0.0,0.07334943299999999,1.986651428,0,0.0,0.0,0.0,0.0
EB034,Kilwa,0.5617353860000001,-1.92e-06,1.527408911,1.409120805,8.083442019,0.3961853320000001,50.06062735,7.645326357,26.55449054,0.0006332019999999999,1.307321368,0.035667444,0.0,0.0,0.010716419,0.08556625,0.0,0.0,0.128909839,2.192850686,0,0.0,0.0,0.0,0.0
EB034,Kilwa,0.628045721,-1.58e-06,1.647296324,1.374652404,7.76247773,0.371350625,50.29507207,7.585577972,26.79418698,3.73e-05,1.344764843,0.0,0.0,0.002833532,0.003805464,0.086233521,0.001463986,0.0,0.090760233,2.01144288,0,0.0,0.0,0.0,0.0
EB034,Kilwa,0.502205051,-1.73e-07,1.3595617830000002,1.478257968,8.272326305,0.407620267,49.17091648,8.229415742999999,26.90466552,0.000299651,1.293351203,0.0,0.0,0.000342407,0.004046219,0.08439979800000001,0.001685479,0.0,0.026180186,2.264726113,0,0.0,0.0,0.0,0.0
EB034,Kilwa,0.471646418,5.22e-07,1.499390547,1.36732385,7.99729233,0.380916601,50.17266859,7.738985947000001,26.78302137,0.001903916,1.344649999,0.0,0.0,0.002593204,0.00124121,0.08704720699999999,0.0006744689999999999,0.0,0.145085176,2.005558637,0,0.0,0.0,0.0,0.0
EB034,Kilwa,0.548607976,1.26e-06,1.072864387,1.5545293430000002,8.678143469,0.41187023,48.94310802,8.151256962,26.93663637,0.00231566,1.289712691,0.018387491,0.0,0.0027975390000000004,0.025892613,0.095629971,0.002021537,0.0,0.12838223,2.137842255,0,0.0,0.0,0.0,0.0
EB034,Kilwa,0.241653432,-1.79e-06,1.3946837369999998,1.3854581519999998,7.948171024,0.454165715,50.77992478,7.599561376,26.71757823,0.010933303,1.314064793,0.000141125,0.0,0.014043828,0.0,0.08670824699999999,0.005747604,0.0,0.101643601,1.945522838,0,0.0,0.0,0.0,0.0
EB034,Kilwa,0.278869905,-1.16e-06,1.465503142,1.409934385,8.126346695,0.374715855,49.79806378,7.806839916,27.23188367,0.0026936240000000004,1.31692974,0.0,0.0,0.0,0.0,0.087269555,0.0,0.0,0.07973172099999999,2.021219169,0,0.0,0.0,0.0,0.0
EB034,Kilwa,0.3609554270000001,-1.53e-06,1.558102773,1.365730413,7.846515537,0.39223067,50.42366335,7.583333645,26.85818487,0.0021952910000000003,1.339361929,0.0,0.0,0.001640421,0.0,0.087523926,0.007677066,0.0,0.025227338,2.147658877,0,0.0,0.0,0.0,0.0
EB034,Kilwa,0.08796866699999999,-5.11e-06,2.049968987,1.284377459,7.359234682999999,0.324563474,51.38474944,7.159526208,26.89621138,0.0008909230000000002,1.409227978,0.0,0.0,0.000686235,0.029722427000000006,0.081173285,0.004319563,0.0,0.077138053,1.850246347,0,0.0,0.0,0.0,0.0
EB034,Kilwa,0.31515345,-1.58e-06,1.587346601,1.391561187,7.72538194,0.371962581,51.105939,7.561669742999999,26.46947967,0.004744235,1.353432224,0.0,0.0,0.00747018,0.019213397,0.08121563400000001,0.007710489,0.0,0.126202529,1.871518709,0,0.0,0.0,0.0,0.0
EB035,Kilwa,0.43338758,-1.33e-06,1.610225844,1.160993203,6.71026804,0.407464362,54.18779559,7.311739277,24.91732586,0.005203972,0.994577251,0.0,0.0,0.0,0.0,0.066389646,0.009264466,0.0,0.122159772,2.055067861,0,0.00813861,0.0,0.0,0.0
EB035,Kilwa,0.272672928,1.42e-06,1.711604581,1.253536103,6.727794331,0.385344038,54.38523051,7.066073546,24.92812018,0.0,0.997217037,0.0,0.0,0.002887845,0.0,0.069225226,0.001142947,0.0,0.086210732,2.112938576,0,0.0,0.0,0.0,0.0
EB035,Kilwa,0.8641940309999999,1.52e-06,1.484007926,1.139595076,6.607742892999999,0.375042169,53.94195622,7.21745108,25.11813393,0.003660335,1.019667285,0.0,0.0,0.0,0.0,0.06302405700000001,0.006541806999999999,0.0,0.086887395,2.07209427,0,0.0,0.0,0.0,0.0
EB035,Kilwa,0.742584287,-1e-06,2.404823644,1.275207513,7.745071822000001,0.484159308,45.39910564,7.662143807,31.03728719,0.000543938,1.163361888,0.0,0.0,0.0,0.0,0.07714226,0.0,0.0,0.063759832,1.944809871,0,0.0,0.0,0.0,0.0
EB035,Kilwa,0.573872584,2.21e-06,1.5803862519999998,1.216149782,6.817941192,0.391136349,53.8698053,7.405015862000001,24.97634266,0.009638809,0.976436484,0.0,0.0,0.000624556,0.0,0.06637507299999999,0.01208903,0.0,0.185048614,1.919135235,0,0.0,0.0,0.0,0.0
EB035,Kilwa,0.467413324,2.33e-06,1.6109734880000002,1.19601743,6.927326235,0.35914060600000003,53.30741995,7.522048319,25.37026602,0.0015727439999999998,0.977590513,0.0,0.0,0.007324619,0.037801623,0.068097483,0.0,0.0,0.090117071,2.056888247,0,0.0,0.0,0.0,0.0
EB035,Kilwa,0.72467229,-2.18e-06,1.6589679169999998,1.120223823,6.621695353,0.489536065,53.2103914,7.643004755,25.04590226,0.004309629000000001,1.002674211,0.034361069,0.0,0.0,0.029356032,0.066493489,0.017140995,0.0,0.134379591,2.186270936,0,0.010622359,0.0,0.0,0.0
EB035,Kilwa,0.536868573,2.29e-07,1.506433062,1.191903427,7.10955902,0.391325815,53.51664468,7.29762013,25.15059542,0.006741436,1.009866599,0.0,0.0,0.005264471999999999,0.000492032,0.06816562,0.01121918,0.0,0.057315355,2.139957267,0,2.77e-05,0.0,0.0,0.0
